"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"2175977-137";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2175977-137";"2024-04-17";"2024-04-17T15:40:28";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"72472";"https://dadosabertos.camara.leg.br/api/v2/eventos/72472";"0";"2";"39";"0";"Rejeitado o Requerimento de Adiamento de Votação, de autoria do Deputado Patrus Ananias. Resultado:  2 votos ""Sim"", 39 votos ""Não"". Quórum de votação: 41 votos e 8 Obstruções.";"2024-04-17T15:32:47";"Votação Nominal, de ofício, do Requerimento de Adiamento de Votação, de autoria do Deputado Patrus Ananias.";"2023-05-30T12:30:30";"Parecer do Relator, Dep. Covatti Filho (PP-RS), pela constitucionalidade, juridicidade e técnica legislativa deste e dos Projetos de Lei n°s 4.823/2019, 6.096/2019 e 4.512/2021, apensados.";"2365609";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2365609"
"2175977-139";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2175977-139";"2024-04-17";"2024-04-17T15:46:38";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"72472";"https://dadosabertos.camara.leg.br/api/v2/eventos/72472";"1";"37";"7";"0";"Aprovado o Parecer com o seguinte resultado:  37 votos ""Sim"", 7 votos ""Não"". Quórum de votação: 44 votos.";"2024-04-17T15:42:51";"Votação Nominal, de ofício do Parecer. Prejudicados os Requerimentos de Votação Nominal da Matéria, de autoria dos Deputados Patrus Ananias e dos Deputados Chico Alencar, Fernanda Melchionna, Célia Xakriabá e Túlio Gadêlha.";"2023-05-30T12:30:30";"Parecer do Relator, Dep. Covatti Filho (PP-RS), pela constitucionalidade, juridicidade e técnica legislativa deste e dos Projetos de Lei n°s 4.823/2019, 6.096/2019 e 4.512/2021, apensados.";"2365609";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2365609"
"2079477-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2079477-63";"2024-04-17";"2024-04-17T15:54:20";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"72472";"https://dadosabertos.camara.leg.br/api/v2/eventos/72472";"0";"0";"37";"0";"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 37 votos ""Não"". Quórum de votação: 37 votos e 5 Obstruções.";"2024-04-17T15:48:49";"Votação Nominal, de ofício, do Requerimento de Retirada de Pauta, de autoria do Deputado Chico Alencar.";"2023-08-04T10:16:44";"Parecer do Relator, Dep. Sergio Souza (MDB-PR), pela constitucionalidade, juridicidade e técnica legislativa deste e do Substitutivo da Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural.";"2375138";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2375138"
"2326120-29";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2326120-29";"2024-04-17";"2024-04-17T10:43:08";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"72460";"https://dadosabertos.camara.leg.br/api/v2/eventos/72460";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-04-15T09:05:29";"Parecer do Relator, Dep. Gabriel Nunes (PSD-BA), pela aprovação.";"2426680";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2426680"
"2421844-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421844-3";"2024-04-17";"2024-04-17T10:48:05";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"72460";"https://dadosabertos.camara.leg.br/api/v2/eventos/72460";"1";"0";"0";"0";"Aprovado com alterações. Inclusão dos seguintes convidados: Gabriel Tomasete, do Instituto de Defesa do Consumidor de Rondônia; Walter Moura, Presidente da Comissão Nacional de Defesa do Consumidor do Conselho Federal da OAB; Igor Brito, Coordenador do Instituto Brasileiro de Defesa do Consumidor; Daniela Nicolai, Promotora de Defesa do Consumidor de Rondônia; Valdir Vargas, Presidente da Associação Comercial de Porto Velho/RO.";"";"";"";"Apresentação do REQ n. 9/2024 (Requerimento de Audiência Pública), pela Deputada Cristiane Lopes (UNIÃO/RO), que ""Requer audiência pública no âmbito da Comissão de Viação e Transporte com a finalidade de discutir sobre problemas e soluções do transporte aéreo de passageiros: cancelamento e atrasos de voos, altos valores de passagens aéreas, abertura de mercado, bem como sobre a diminuição de voos na região Norte do país"".";"0";""
"2423181-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423181-3";"2024-04-17";"2024-04-17T10:53:34";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"72460";"https://dadosabertos.camara.leg.br/api/v2/eventos/72460";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 13/2024 (Requerimento para envio de Requerimento de Informação pela Comissão), pelo Deputado Marcos Tavares (PDT/RJ), que ""Requer informações ao Ministro de Portos e Aeroportos, junto a PortosRio (Companhia Docas do Rio de Janeiro), sobre os contratos e repasses dos portos"".";"0";""
"2423968-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423968-4";"2024-04-17";"2024-04-17T10:55:03";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"72460";"https://dadosabertos.camara.leg.br/api/v2/eventos/72460";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 17/2024 (Requerimento de Audiência Pública), pelo Deputado Rafael Prudente (MDB/DF), que ""Requer a inclusão do Sr. João Sabino, Diretor de Políticas Públicas do iFood entre os convidados da audiência pública, ainda sem data designada nesta Comissão, para debater o PLP nº 12/2024 que dispõe sobre a relação de trabalho intermediado por empresas operadoras de aplicativos de transporte remunerado privado individual de passageiros em veículos automotores de quatro rodas e estabelece mecanismos de inclusão previdenciária e outros direitos para melhoria das condições de trabalho. 

"".";"0";""
"2423976-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423976-5";"2024-04-17";"2024-04-17T10:56:55";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"72460";"https://dadosabertos.camara.leg.br/api/v2/eventos/72460";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 18/2024 (Requerimento de Audiência Pública), pelo Deputado Gutemberg Reis (MDB/RJ), que ""Requer a inclusão do Sr. João Sabino, Diretor de Políticas Públicas do iFood entre os convidados da audiência pública, ainda sem data designada nesta Comissão, para debater o PLP nº 12/2024 que dispõe sobre a relação de trabalho intermediado por empresas operadoras de aplicativos de transporte remunerado privado individual de passageiros em veículos automotores de quatro rodas e estabelece mecanismos de inclusão previdenciária e outros direitos para melhoria das condições de trabalho. "".";"0";""
"2425478-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2425478-3";"2024-04-17";"2024-04-17T11:06:27";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"72460";"https://dadosabertos.camara.leg.br/api/v2/eventos/72460";"1";"0";"0";"0";"Aprovado com alterações. Inclusão dos seguintes convidados: Sindicato Nacional das Empresas de Navegação Marítima - Syndarma; Comissão de Direito Marítimo e Portuário da OAB; Secretaria Nacional de Portos e Transportes Aquaviários; Departamento de Navegação e Hidrovias do Ministério de Portos e Aeroportos e Ministério Público do Trabalho.";"";"";"";"Apresentação do REQ n. 22/2024 (Requerimento de Audiência Pública), pelo Deputado Alexandre Lindenmeyer (PT/RS -Fdr PT-PCdoB-PV), que ""REQUER realização de audiência pública para discussão do Projeto de Lei nº 1584/2021, que estabelece diretrizes para o descomissionamento de estruturas offshore e reciclagem de embarcações"".";"0";""
"2425889-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2425889-3";"2024-04-17";"2024-04-17T11:07:59";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"72460";"https://dadosabertos.camara.leg.br/api/v2/eventos/72460";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 23/2024 (Requerimento de Audiência Pública), pelo Deputado Mauricio Marcon (PODE/RS), que ""Requer, em aditamento ao REQ 10/2024 - CVT, a inclusão de convidado em audiência pública
"".";"0";""
"2426905-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2426905-3";"2024-04-17";"2024-04-17T11:15:17";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"72460";"https://dadosabertos.camara.leg.br/api/v2/eventos/72460";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 25/2024 (Requerimento), pelo Deputado Neto Carletto (PP/BA), que ""Requer aditamento ao Requerimento nº 04/2024, para substituir convidados para a audiência pública para apresentação E DEBATE SOBRE O AEROPORTO DE BARREIRAS/BA"".";"0";""
"2295178-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2295178-42";"2024-04-17";"2024-04-17T11:24:37";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"72460";"https://dadosabertos.camara.leg.br/api/v2/eventos/72460";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-11-27T17:37:30";"Parecer do Relator, Dep. Neto Carletto (PP-BA), pela aprovação, com substitutivo.";"2406831";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2406831"
"2330803-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2330803-42";"2024-04-17";"2024-04-17T11:26:52";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"72460";"https://dadosabertos.camara.leg.br/api/v2/eventos/72460";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-09-25T10:29:00";"Parecer do Relator, Dep. Neto Carletto (PP-BA), pela aprovação deste, e do PL 412/2023, apensado, com substitutivo.";"2390040";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2390040"
"2426761-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2426761-3";"2024-04-17";"2024-04-17T12:22:37";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"72460";"https://dadosabertos.camara.leg.br/api/v2/eventos/72460";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 24/2024 (Requerimento para envio de Requerimento de Informação pela Comissão), pelo Deputado Leônidas Cristino (PDT/CE), que ""Requer envio de requerimento ao Ministro de Estado dos Transportes solicitando informações acerca dos setores rodoviário, ferroviário e hidroviário"".";"0";""
"1741184-84";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1741184-84";"2024-04-17";"2024-04-17T12:25:14";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"72460";"https://dadosabertos.camara.leg.br/api/v2/eventos/72460";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-09-25T10:30:56";"Parecer do Relator, Dep. Neto Carletto (PP-BA), pela aprovação, com substitutivo.";"2390044";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2390044"
"2424931-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2424931-2";"2024-04-17";"2024-04-17T13:27:55";"2015";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2015";"CTRAB";"72464";"https://dadosabertos.camara.leg.br/api/v2/eventos/72464";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 27/2024 (Requerimento), pelo Deputado Evair Vieira de Melo (PP/ES), que ""Requer realização de audiência pública para debater os impactos das enchentes sobre as relações trabalhistas e empresariais no Espírito Santo no corrente ano"".";"0";""
"2424959-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2424959-2";"2024-04-17";"2024-04-17T13:27:56";"2015";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2015";"CTRAB";"72464";"https://dadosabertos.camara.leg.br/api/v2/eventos/72464";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 29/2024 (Requerimento), pelo Deputado Evair Vieira de Melo (PP/ES), que ""Requer à Comissão de Trabalho aprovação de MOÇÃO DE APOIO ao Programa Emergencial de Retomada do Setor de Eventos - PERSE"".";"0";""
"2426481-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2426481-2";"2024-04-17";"2024-04-17T13:27:56";"2015";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2015";"CTRAB";"72464";"https://dadosabertos.camara.leg.br/api/v2/eventos/72464";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 30/2024 (Requerimento de Audiência Pública), pelo Deputado Carlos Veras (PT/PE -Fdr PT-PCdoB-PV), que ""Requer a realização de Audiência Pública para debater a respeito da implantação de um Sistema Nacional de Finanças Solidárias (SNFS) no Brasil, tema que constitui um dos eixos da Economia Solidária"".";"0";""
"2424717-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2424717-3";"2024-04-17";"2024-04-17T15:51:48";"2015";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2015";"CTRAB";"72464";"https://dadosabertos.camara.leg.br/api/v2/eventos/72464";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 26/2024 (Requerimento de Audiência Pública), pelo Deputado Capitão Alberto Neto (PL/AM), que ""Requer a inclusão de convidado na audiência pública para discutir o PLP 84/2015 (REQ 20/2024), que altera disposições das Leis Complementares 108 e 109, de 29 de maio de 2001, sobre o Regime de Previdência Complementar"".";"0";""
"2424703-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2424703-2";"2024-04-17";"2024-04-17T13:15:07";"537236";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537236";"CESPO";"72448";"https://dadosabertos.camara.leg.br/api/v2/eventos/72448";"1";"0";"0";"0";"Requerimento lido pelo autor, deputado Bandeira de Mello. Requerimento aprovado.";"";"";"";"Apresentação do REQ n. 23/2024 (Requerimento de Audiência Pública), pelo Deputado Bandeira de Mello (PSB/RJ), que ""Requer a realização de audiência pública com o Sr. Athirson Mazolli e Oliveira, Secretário Nacional de Futebol e Defesa dos Direitos do Torcedor (SNFDT), do Ministério do Esporte, e com o Sr. Washington Stecanela Cerqueira, Presidente da Autoridade Pública de Governança do Futebol – APFUT, para apresentar as ações e propostas das respectivas pastas para os próximos anos. "".";"0";""
"2425944-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2425944-2";"2024-04-17";"2024-04-17T13:21:10";"537236";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537236";"CESPO";"72448";"https://dadosabertos.camara.leg.br/api/v2/eventos/72448";"1";"0";"0";"0";"Requerimento lido pelo autor, deputado Douglas Viegas. Requerimento aprovado.";"";"";"";"Apresentação da REQ n. 25/2024 (Requerimento de Moção), pelo Deputado Douglas Viegas (UNIÃO/SP), que ""Requer a aprovação de Moção de aplausos e reconhecimento à Srta. Kamilla Cardoso, pela conquista do título da NCAA"".";"0";""
"2426611-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2426611-2";"2024-04-17";"2024-04-17T13:23:43";"537236";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537236";"CESPO";"72448";"https://dadosabertos.camara.leg.br/api/v2/eventos/72448";"1";"0";"0";"0";"Requerimento lido pelo autor, deputado Antonio Carlos Rodrigues. Requerimento aprovado.";"";"";"";"Apresentação da REQ n. 27/2024 (Requerimento de Moção), pelo Deputado Antonio Carlos Rodrigues (PL/SP), que ""Requer Moção de Louvor à Associação Esportiva Velo Clube Rio-Clarense pelo retorno a elite do futebol paulista"".";"0";""
"2426613-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2426613-2";"2024-04-17";"2024-04-17T13:25:43";"537236";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537236";"CESPO";"72448";"https://dadosabertos.camara.leg.br/api/v2/eventos/72448";"1";"0";"0";"0";"Requerimento lido pelo autor, deputado Antonio Carlos Rodrigues. Requerimento aprovado.";"";"";"";"Apresentação da REQ n. 28/2024 (Requerimento de Moção), pelo Deputado Antonio Carlos Rodrigues (PL/SP), que ""Requer Moção de Louvor ao, Sr. YVES RAPHAEL CARBINATTI RIBEIRO, Secretário de Esportes do município de Rio Claro/SP, pelo excelente trabalho prestado à população Rio-Clarense"".";"0";""
"2426901-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2426901-2";"2024-04-17";"2024-04-17T13:27:54";"537236";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537236";"CESPO";"72448";"https://dadosabertos.camara.leg.br/api/v2/eventos/72448";"1";"0";"0";"0";"Requerimento lido pelo autor, deputado Luiz Lima. Requerimento aprovado.";"";"";"";"Apresentação do REQ n. 30/2024 (Requerimento de Audiência Pública), pelos Deputados Luiz Lima (PL/RJ) e Mauricio do Vôlei PL, que ""Requer realização de audiências públicas com os representantes das comissões de atletas das confederações esportivas do País para debater a participação e governança nas entidades.  

"".";"0";""
"2426906-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2426906-2";"2024-04-17";"2024-04-17T13:36:51";"537236";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537236";"CESPO";"72448";"https://dadosabertos.camara.leg.br/api/v2/eventos/72448";"1";"0";"0";"0";"Requerimento lido pelo autor, deputado Luiz Lima. Fez uso da palavra o deputado Dr. Luiz Ovando. Requerimento aprovado.";"";"";"";"Apresentação do REQ n. 31/2024 (Requerimento de Audiência Pública), pelo Deputado Luiz Lima (PL/RJ), que ""Requer a realização de audiência pública para debater o esporte como meio de socialização, desenvolvimento  e qualidade de vida  para pessoas com espectro autista. "".";"0";""
"2426822-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2426822-2";"2024-04-17";"2024-04-17T13:40:05";"537236";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537236";"CESPO";"72448";"https://dadosabertos.camara.leg.br/api/v2/eventos/72448";"1";"0";"0";"0";"Requerimento lido pelo autor, deputado Douglas Viegas. Requerimento aprovado.";"";"";"";"Apresentação da REQ n. 29/2024 (Requerimento de Moção), pelo Deputado Douglas Viegas (UNIÃO/SP), que ""Requer a aprovação de Moção de aplausos e reconhecimento à Sra. Taiane Justino, pelas suas conquistas na Copa do Mundo de levantamento de peso"".";"0";""
"2353018-21";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353018-21";"2024-04-17";"2024-04-17T13:45:10";"537236";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537236";"CESPO";"72448";"https://dadosabertos.camara.leg.br/api/v2/eventos/72448";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-04-09T15:58:28";"Parecer do Relator, Dep. Dr. Luiz Ovando (PP-MS), pela aprovação.";"2425146";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2425146"
"2374621-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2374621-35";"2024-04-17";"2024-04-17T13:50:09";"537236";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537236";"CESPO";"72448";"https://dadosabertos.camara.leg.br/api/v2/eventos/72448";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-04-04T12:10:56";"Parecer da Relatora, Dep. Helena Lima (MDB-RR), pela aprovação, com emendas.";"2424626";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2424626"
"2426938-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2426938-4";"2024-04-17";"2024-04-17T14:52:32";"537871";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537871";"CIDOSO";"72424";"https://dadosabertos.camara.leg.br/api/v2/eventos/72424";"1";"0";"0";"0";"Aprovado, com subscrição dos Deputados Miguel Lombardi (PL-SP), Geraldo Resende (PSDB-MS), Zé Haroldo Cathedral (PSD-RR) e Alexandre Lindenmeyer (PT-RS).";"";"";"";"Apresentação do REQ n. 25/2024 (Requerimento (Outros)), pelo Deputado Pedro Aihara (PRD/MG), que ""Requer a impressão de cartilhas alusivas a importância da destinação de parte do imposto de renda, de pessoas físicas ou jurídicas, para fundos voltados aos direitos da pessoa idosa"".";"0";""
"2426685-9";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2426685-9";"2024-04-17";"2024-04-17T15:17:37";"537871";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537871";"CIDOSO";"72424";"https://dadosabertos.camara.leg.br/api/v2/eventos/72424";"1";"0";"0";"0";"Aprovado, com subscrição dos Deputados Alexandre Lindenmeyer (PT-RS), Zé Haroldo Cathedral (PSD-RR), Miguel Lombardi (PL-SP) e Geraldo Resende (PSDB-MS)";"2024-04-17T15:16:16";"Iniciada  a Votação";"";"Apresentação do REQ n. 24/2024 (Requerimento de Audiência Pública), pelo Deputado Reimont (PT/RJ -Fdr PT-PCdoB-PV), que ""Requer a realização de audiência pública para debater as implicações da Lei 14.338/2022 e a Consulta Pública da ANISA sobre a adoção da buladigital"".";"0";""
"2160128-81";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2160128-81";"2024-04-17";"2024-04-17T15:48:13";"537871";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537871";"CIDOSO";"72424";"https://dadosabertos.camara.leg.br/api/v2/eventos/72424";"1";"0";"0";"0";"Aprovado o Parecer com Complementação de Voto, com o voto contrário do Deputado Alexandre Lindenmeyer. Apresentou voto em separado o Deputado Alexandre Lindenmeyer.";"";"";"2024-03-20T16:14:08";"Parecer do Relator, Dep. Geraldo Resende (PSDB-MS), pela aprovação deste e do PL 6.764/2016, apensado, com substitutivo.";"2422438";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422438"
"2425385-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2425385-2";"2024-04-17";"2024-04-17T14:03:15";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"72454";"https://dadosabertos.camara.leg.br/api/v2/eventos/72454";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 12/2024 (Requerimento de Audiência Pública), pelo Deputado Raimundo Santos (PSD/PA), que ""Requer a realização de reunião de audiência pública para discutir a criação do Dia Nacional do Ribeirinho"".";"0";""
"2425766-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2425766-2";"2024-04-17";"2024-04-17T14:03:16";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"72454";"https://dadosabertos.camara.leg.br/api/v2/eventos/72454";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 13/2024 (Requerimento de Audiência Pública), pelo Deputado Raimundo Santos (PSD/PA), que ""Requer a realização de audiência pública para debater a instituição do Dia Nacional da Regularização Fundiária"".";"0";""
"2078309-48";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2078309-48";"2024-04-17";"2024-04-17T14:09:20";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"72454";"https://dadosabertos.camara.leg.br/api/v2/eventos/72454";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-04-10T09:23:58";"Parecer do Relator, Dep. Raimundo Santos (PSD-PA), pela rejeição.";"2425384";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2425384"
"2411844-19";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2411844-19";"2024-04-17";"2024-04-17T14:12:34";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"72454";"https://dadosabertos.camara.leg.br/api/v2/eventos/72454";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-04-11T17:38:33";"Parecer do Relator, Dep. Marcelo Queiroz (PP-RJ), pela aprovação.";"2426202";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2426202"
"2153841-50";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153841-50";"2024-04-17";"2024-04-17T14:17:32";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"72454";"https://dadosabertos.camara.leg.br/api/v2/eventos/72454";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-04-15T12:56:49";"Parecer do Relator, Dep. Alfredinho (PT-SP), pela aprovação.";"2426744";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2426744"
"2277460-34";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2277460-34";"2024-04-17";"2024-04-17T14:21:42";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"72454";"https://dadosabertos.camara.leg.br/api/v2/eventos/72454";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-04-10T15:32:25";"Parecer da Relatora, Dep. Bia Kicis (PL-DF), pela aprovação, com emenda.";"2425725";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2425725"
"2291953-29";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2291953-29";"2024-04-17";"2024-04-17T14:24:46";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"72454";"https://dadosabertos.camara.leg.br/api/v2/eventos/72454";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-04-10T15:35:49";"Parecer da Relatora, Dep. Bia Kicis (PL-DF), pela aprovação.";"2425728";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2425728"
"2331293-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2331293-26";"2024-04-17";"2024-04-17T14:27:39";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"72454";"https://dadosabertos.camara.leg.br/api/v2/eventos/72454";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-04-10T15:34:29";"Parecer da Relatora, Dep. Bia Kicis (PL-DF), pela aprovação.";"2425727";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2425727"
"2357026-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2357026-27";"2024-04-17";"2024-04-17T14:35:29";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"72454";"https://dadosabertos.camara.leg.br/api/v2/eventos/72454";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-04-11T17:41:30";"Parecer do Relator, Dep. Marcelo Queiroz (PP-RJ), pela aprovação.";"2426209";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2426209"
"2400928-23";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2400928-23";"2024-04-17";"2024-04-17T14:37:53";"537870";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537870";"CMULHER";"72434";"https://dadosabertos.camara.leg.br/api/v2/eventos/72434";"1";"0";"0";"0";"Aprovado o Parecer com Complementação de Voto.";"";"";"2024-04-17T14:37:05";"Parecer com Complementação de Voto, Dep. Laura Carneiro, pela aprovação, com substitutivo.";"2427742";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2427742"
"2386202-22";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2386202-22";"2024-04-17";"2024-04-17T14:38:50";"537870";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537870";"CMULHER";"72434";"https://dadosabertos.camara.leg.br/api/v2/eventos/72434";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-12-20T09:15:16";"Parecer da Relatora, Dep. Laura Carneiro, pela aprovação.";"2415391";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415391"
